nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,code_insee_commune,nbre_pdc,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,adresse_station,Xlongitude,Ylatitude,source_grouped,horaires_grouped,gratuit_grouped,paiement_acte_grouped,paiement_cb_grouped,reservation_grouped,accessibilite_pmr_grouped,nb_prises_grouped,nb_EF_grouped,nb_T2_grouped,nb_combo_ccs_grouped,nb_chademo_grouped,nb_autre_grouped,power_ef_grouped,power_t2_grouped,power_chademo_grouped,power_ccs_grouped
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA18871,FR*SOD*S*IKEA*188*7*_*_,IKEA BAYONNE - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2-4 AVENUE DU PORTOU 64990 SAINT-PIERRE-DIRUBE,-1.4442137,43.48053689999999,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA18881,FR*SOD*S*IKEA*188*8*_*_,IKEA BAYONNE - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2-4 AVENUE DU PORTOU 64990 SAINT-PIERRE-DIRUBE,-1.4442137,43.48053689999999,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA18891,FR*SOD*S*IKEA*188*9*_*_,IKEA BAYONNE - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2-4 AVENUE DU PORTOU 64990 SAINT-PIERRE-DIRUBE,-1.4442137,43.48053689999999,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA18911,FR*SOD*S*IKEA*189*1*_*_,IKEA BAYONNE - PARKING PMR,Voirie,,1,false,Direct,,2023-12-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2-4 AVENUE DU PORTOU 64990 SAINT-PIERRE-DIRUBE,-1.4442137,43.48053689999999,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA18921,FR*SOD*S*IKEA*189*2*_*_,IKEA BAYONNE - PARKING PMR,Voirie,,1,false,Direct,,2023-12-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2-4 AVENUE DU PORTOU 64990 SAINT-PIERRE-DIRUBE,-1.4442137,43.48053689999999,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA18931,FR*SOD*S*IKEA*189*3*_*_,IKEA BAYONNE - PARKING PMR,Voirie,,1,false,Direct,,2023-12-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2-4 AVENUE DU PORTOU 64990 SAINT-PIERRE-DIRUBE,-1.4442137,43.48053689999999,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA18941,FR*SOD*S*IKEA*189*4*_*_,IKEA BAYONNE - PARKING PMR,Voirie,,1,false,Direct,,2023-12-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2-4 AVENUE DU PORTOU 64990 SAINT-PIERRE-DIRUBE,-1.4442137,43.48053689999999,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192101,FR*SOD*S*IKEA*192*10*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA19211,FR*SOD*S*IKEA*192*1*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192111,FR*SOD*S*IKEA*192*11*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192121,FR*SOD*S*IKEA*192*12*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192131,FR*SOD*S*IKEA*192*13*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192141,FR*SOD*S*IKEA*192*14*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192151,FR*SOD*S*IKEA*192*15*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192161,FR*SOD*S*IKEA*192*16*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192171,FR*SOD*S*IKEA*192*17*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192181,FR*SOD*S*IKEA*192*18*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192191,FR*SOD*S*IKEA*192*19*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192201,FR*SOD*S*IKEA*192*20*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA19221,FR*SOD*S*IKEA*192*2*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192211,FR*SOD*S*IKEA*192*21*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192221,FR*SOD*S*IKEA*192*22*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192231,FR*SOD*S*IKEA*192*23*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192241,FR*SOD*S*IKEA*192*24*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192251,FR*SOD*S*IKEA*192*25*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192261,FR*SOD*S*IKEA*192*26*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192271,FR*SOD*S*IKEA*192*27*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192281,FR*SOD*S*IKEA*192*28*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192291,FR*SOD*S*IKEA*192*29*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192301,FR*SOD*S*IKEA*192*30*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA19231,FR*SOD*S*IKEA*192*3*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192311,FR*SOD*S*IKEA*192*31*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192321,FR*SOD*S*IKEA*192*32*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192331,FR*SOD*S*IKEA*192*33*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192341,FR*SOD*S*IKEA*192*34*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192351,FR*SOD*S*IKEA*192*35*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192361,FR*SOD*S*IKEA*192*36*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192371,FR*SOD*S*IKEA*192*37*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192381,FR*SOD*S*IKEA*192*38*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192391,FR*SOD*S*IKEA*192*39*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192401,FR*SOD*S*IKEA*192*40*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA19241,FR*SOD*S*IKEA*192*4*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192411,FR*SOD*S*IKEA*192*41*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2024-05-13,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192421,FR*SOD*S*IKEA*192*42*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2024-05-13,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192431,FR*SOD*S*IKEA*192*43*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2024-05-13,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192441,FR*SOD*S*IKEA*192*44*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2024-05-13,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192451,FR*SOD*S*IKEA*192*45*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2024-05-13,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192461,FR*SOD*S*IKEA*192*46*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2024-05-13,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA192471,FR*SOD*S*IKEA*192*47*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2024-05-13,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA19251,FR*SOD*S*IKEA*192*5*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA19261,FR*SOD*S*IKEA*192*6*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA19271,FR*SOD*S*IKEA*192*7*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA19281,FR*SOD*S*IKEA*192*8*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA19291,FR*SOD*S*IKEA*192*9*_*_,IKEA METZ - PARKING CLIENTS,Voirie,,1,false,Direct,,2023-12-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU TROU AUX SERPENTS 57140 LA MAXE,6.188113899999999,49.1499376,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA194101,FR*SOD*S*IKEA*194*10*_*_,IKEA MONTPELLIER - PARKING CLIENTS CPT 1,Voirie,,1,false,Direct,,2023-12-12,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,1 PLACE DE TROIE 34000 MONTPELLIER,3.924201700000001,43.604235,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA19411,FR*SOD*S*IKEA*194*1*_*_,IKEA MONTPELLIER - PARKING CLIENTS CPT 1,Voirie,,1,false,Direct,,2023-12-12,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,1 PLACE DE TROIE 34000 MONTPELLIER,3.924201700000001,43.604235,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA194111,FR*SOD*S*IKEA*194*11*_*_,IKEA MONTPELLIER - PARKING CLIENTS CPT 1,Voirie,,1,false,Direct,,2023-12-12,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,1 PLACE DE TROIE 34000 MONTPELLIER,3.924201700000001,43.604235,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
IKEA,,,Izivia,sav@izivia.com,+33972668001,IKEA,FR*IKA*PIKEA194121,FR*SOD*S*IKEA*194*12*_*_,IKEA MONTPELLIER - PARKING CLIENTS CPT 1,Voirie,,1,false,Direct,,2023-12-12,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,1 PLACE DE TROIE 34000 MONTPELLIER,3.924201700000001,43.604235,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
